Mol,DH,TDS,DG,Temp,gf_w_40,gf_w_80,gf_w_120,gf_w_160,gf_w_200,gf_w_240,gf_w_280,gf_w_320,gf_w_360,gf_w_400,gf_w_440,gf_w_480,gf_w_520,gf_w_560,gf_w_600,gf_w_640,gf_w_680,gf_w_720,gf_w_760,gf_w_800,gf_w_840,gf_w_880,gf_w_920,gf_w_960,gf_w_1000,gf_w_1040,gf_w_1080,gf_w_1120,gf_w_1160,gf_w_1200,gf_w_1240,gf_w_1280,gf_w_1320,gf_w_1360,gf_w_1400,gf_w_1440,gf_w_1480,gf_w_1520,gf_w_1560,gf_w_1600,gf_w_1640,gf_w_1680,gf_w_1720,gf_w_1760,gf_w_1800,gf_w_1840,gf_w_1880,gf_w_1920,gf_w_1960,gf_w_2000,gf_w_2040,gf_w_2080,gf_w_2120,gf_w_2160,gf_w_2200,gf_w_2240,gf_w_2280,gf_w_2320,gf_w_2360,gf_w_2400,gf_w_2440,gf_w_2480,gf_w_2520,gf_w_2560,gf_w_2600,gf_w_2640,gf_w_2680,gf_w_2720,gf_w_2760,gf_w_2800,gf_w_2840,gf_w_2880,gf_w_2920,gf_w_2960,gf_w_3000,gf_w_3040,gf_w_3080,gf_w_3120,gf_w_3160,gf_w_3200,gf_w_3240,gf_w_3280,gf_w_3320,gf_w_3360,gf_w_3400,gf_w_3440,gf_w_3480,gf_w_3520,gf_w_3560,gf_w_3600,gf_w_3640,gf_w_3680,gf_w_3720,gf_w_3760,gf_w_3800,gf_w_3840,gf_w_3880,gf_w_3920,gf_w_3960,gf_w_4000,gf_w_4040,gf_w_4080,gf_w_4120,gf_w_4160,gf_w_4200,gf_w_4240,gf_w_4280,gf_w_4320,gf_w_4360,gf_w_4400,gf_w_4440,gf_w_4480,gf_w_4520,gf_w_4560,gf_w_4600,gf_w_4640,gf_w_4680,gf_w_4720,gf_w_4760,gf_w_4800,gf_w_4840,gf_w_4880,gf_w_4920,gf_w_4960,gf_w_5000,gf_w_5040,gf_w_5080,gf_w_5120,gf_w_5160,gf_w_5200,gf_w_5240,gf_w_5280,gf_w_5320,gf_w_5360,gf_w_5400,gf_w_5440,gf_w_5480,gf_w_5520,gf_w_5560,gf_w_5600,gf_w_5640,gf_w_5680,gf_w_5720,gf_w_5760,gf_w_5800,gf_w_5840,gf_w_5880,gf_w_5920,gf_w_5960,gf_w_6000,gf_w_6040,gf_w_6080,gf_w_6120,gf_w_6160,gf_w_6200,gf_w_6240,gf_w_6280,gf_w_6320,gf_w_6360,gf_w_6400
0115dip_water,-15.58,-11.92,-3.66,298,0.048685839,0.196725522,0.442802693,0.785101113,1.221913494,1.750844389,2.365057824,3.052997308,3.804221478,4.610623886,5.464868705,6.360933366,7.295729102,8.270076367,9.284624333,10.33159249,11.39648827,12.46570449,13.52598711,14.56291992,15.56068393,16.50387041,17.3827968,18.19524423,18.94723737,19.65945818,20.38286626,21.23970986,22.45961325,24.30979794,26.76821997,26.88997135,13.11305292,-28.38569118,-79.95196486,-100.6641567,-92.23528159,-67.75954961,-37.03645153,-9.549885925,12.28806808,28.75794807,40.57856967,47.96948723,50.36129852,46.87794904,37.28079729,22.61974262,5.115644893,-12.5788212,-28.44256513,-41.049441,-49.9424843,-53.05471731,-45.76990909,-24.61093755,8.544229433,46.7886107,81.27988106,103.6526951,115.0550481,117.4882464,112.2453982,100.9411195,85.58845285,68.20601722,50.52013739,33.4389395,17.23905194,2.186302408,-11.95394092,-25.3694851,-38.02599251,-49.64602904,-59.77566566,-67.93019449,-73.66502583,-76.61758425,-76.73208208,-74.31962631,-69.80842085,-63.49589249,-55.62602157,-46.40807452,-36.0398352,-24.87564871,-13.56763505,-2.946254247,6.211432128,13.3524243,18.24433029,20.98675451,21.84028644,21.10503559,19.09774454,16.18305154,12.76544617,9.224903539,5.845362896,2.786256223,0.084278152,-2.317038248,-4.516305852,-6.587931168,-8.558161591,-10.40481377,-12.06193984,-13.45374775,-14.5139493,-15.19882258,-15.47897541,-15.33887681,-14.81477513,-14.01234503,-13.0554303,-12.04996715,-11.08347586,-10.2221847,-9.479377676,-8.797450658,-8.105055893,-7.332750714,-6.425038108,-5.331678358,-4.008328068,-2.42461694,-0.573974599,1.5105176,3.721506751,5.883588717,7.786188153,9.276252988,10.30877523,10.92490326,11.20786342,11.23991098,11.06900093,10.7255222,10.22076096,9.557937066,8.762179329,7.848101634,6.82367139,5.706772959,4.524134622,3.318894906,2.128188558,0.970125809,-0.138598923,-1.181009842,-2.145863552,-3.031488374,-3.845412289,-4.607320264,-5.340212867,-6.059981505,-6.769477795,-7.46232652,-8.128484849,-8.753920544
0116pyr_water,-10.06,-5.36,-4.7,298,0.016003304,0.064902801,0.146991632,0.262416226,0.410694066,0.590237818,0.79846522,1.034292439,1.298265857,1.589025094,1.903021829,2.236287645,2.584389678,2.944234175,3.316843241,3.703889859,4.103273067,4.510479625,4.919842786,5.325329586,5.721839199,6.106499792,6.479591193,6.843817038,7.204044302,7.567724688,7.943392224,8.339869012,8.771249074,9.263909683,9.857016845,10.4866401,8.502340946,-7.069919079,-39.5766219,-68.31867408,-78.27520625,-75.20795838,-63.80161775,-48.00396371,-32.04043187,-16.92131064,-2.951826882,9.255764079,18.09365311,21.53583236,18.8845394,11.65379842,2.68489925,-5.2558857,-10.04525578,-12.10503004,-12.09469191,-9.338772599,-1.036292454,16.1818164,42.69960524,74.33877405,104.1266845,121.9968489,127.3423076,122.684671,111.0942314,96.12277757,79.09555762,60.99998013,42.69663183,24.94255404,8.16656537,-7.551637828,-22.1798111,-35.68763989,-47.82559706,-58.27438412,-66.8344575,-73.33792835,-77.5674377,-79.33930614,-78.6195262,-75.61682205,-70.68805883,-64.04296573,-55.75348166,-45.97085791,-35.14755702,-23.91035279,-13.04927618,-3.292810526,4.900347184,11.35867872,16.17581461,19.57353263,21.78164118,23.02214526,23.5014379,23.41706852,22.94740933,22.23217766,21.37256188,20.4487497,19.52374049,18.62922927,17.79960839,17.06686505,16.38242596,15.64260098,14.75913793,13.71712687,12.56126928,11.3628065,10.25607303,9.288775337,8.347936565,7.243172397,5.771972176,3.791329786,1.257615173,-1.768676059,-5.148236326,-8.735780769,-12.38934785,-15.96541026,-19.32037344,-22.31673663,-24.83326056,-26.77275266,-28.08239336,-28.74613373,-28.76354039,-28.16465949,-26.98666955,-25.25569298,-22.99034141,-20.22159562,-17.00857833,-13.44451834,-9.653554526,-5.774440004,-1.931326823,1.760738371,5.198909094,8.300754668,11.01281191,13.3046446,15.16062073,16.57247214,17.53749995,18.06108718,18.15820978,17.85619885,17.1919277,16.20985496,14.95953462,13.49313152,11.8629991,10.12006657,8.311233894,6.478328886,4.657810286,2.880787279
0118ani_water,-13.50,-8.01,-5.49,298,0.02419652,0.097632964,0.219473092,0.388716392,0.60385424,0.862557315,1.161675468,1.497846621,1.868122344,2.269663019,2.6990602,3.152742416,3.629958382,4.132058904,4.65729318,5.200069355,5.753121796,6.307718433,6.854789971,7.387690144,7.902458132,8.396046552,8.865616627,9.309538616,9.729089969,10.1310372,10.53227225,10.97205443,11.53836527,12.38728195,13.14451915,7.423925858,-15.87448428,-49.83566396,-76.67634706,-87.8219742,-84.39795248,-71.50047097,-54.08664702,-35.53233651,-17.70789855,-1.537186995,12.47867763,23.54064498,29.73463911,28.52009683,18.72777091,1.796348852,-19.02576585,-40.40439917,-59.84297113,-75.89873487,-86.96994977,-85.4000149,-59.12605743,-3.664048281,60.6167266,106.9765833,138.6005993,157.3273785,164.2963468,160.5502658,147.1784738,127.6219261,104.9437187,81.42160573,58.53857663,36.98216405,16.74761408,-2.431325218,-20.73223567,-37.71204489,-53.05700707,-66.46501096,-77.11283761,-83.81106003,-85.69300285,-83.31458638,-77.75259337,-70.00496307,-60.89136349,-50.91868356,-40.44966092,-29.83987131,-19.50939831,-9.918531013,-1.420696188,5.713821931,11.27895959,15.18349335,17.48568636,18.34797331,18.01223621,16.77406118,14.97279143,12.9436948,10.98452444,9.288592637,7.911380316,6.86041171,6.164597895,5.862961163,5.951274993,6.326693427,6.812767388,7.235582758,7.526721667,7.704624707,7.903927212,8.281028646,8.880154434,9.633387684,10.35661674,10.81059151,10.75974736,10.02097443,8.509867016,6.266219441,3.447866388,0.264670417,-3.090878412,-6.459515393,-9.687988849,-12.61512165,-15.09022304,-16.97977586,-18.19441681,-18.73832535,-18.68295821,-18.12268694,-17.17250644,-15.90872361,-14.38053365,-12.62041821,-10.64924111,-8.491927976,-6.195431619,-3.86927463,-1.653245375,0.327837399,1.994473225,3.30026622,4.193759025,4.643814367,4.6734083,4.377085193,3.899952038,3.379325004,2.889207084,2.450123532,2.036490068,1.598163108,1.109053731,0.579991894,0.045415523,-0.459764564,-0.918005916,-1.331084972,-1.711160625,-2.064887373
0119met_water,-12.02,-7.39,-4.63,298,0.021152556,0.085841252,0.194562471,0.347728715,0.545164955,0.785626132,1.066888334,1.387866416,1.748579262,2.147101719,2.579727607,3.042464198,3.530384137,4.03916938,4.568596027,5.118770785,5.684693238,6.257988366,6.828521446,7.385438692,7.921130651,8.43218993,8.917727256,9.378813121,9.819801711,10.24960811,10.68139875,11.13794658,11.66612526,12.33244217,13.1979022,14.18178521,12.37539552,-3.889854797,-37.58367673,-65.91679454,-74.83325008,-70.69369427,-58.14834698,-41.21547484,-24.36118304,-8.585075667,5.821146891,18.2392009,26.92682001,29.47518219,24.72852274,14.03034798,0.50485229,-12.56582408,-22.61569581,-29.10296177,-32.55821899,-32.35408588,-25.49423355,-8.199227913,20.3532264,56.15984987,92.21698809,119.1851312,133.7527521,137.5272407,132.4066836,121.1261279,105.9115682,88.38688616,69.77364417,50.93661622,32.28559346,13.89789715,-3.768822939,-20.34310294,-35.70313308,-49.61977035,-61.89181928,-72.26490582,-80.41881745,-86.0728361,-89.10452987,-89.62711177,-87.93087257,-84.19958664,-78.45712038,-70.86606548,-61.92801739,-52.23184633,-42.43016376,-33.12290478,-24.6459163,-17.05266648,-10.18678631,-3.872143387,1.977035223,7.378291394,12.32764503,16.84173231,20.93930663,24.6847194,28.14183034,31.30641125,34.01368958,36.11628866,37.53811371,38.2823322,38.36064454,37.77530075,36.54943899,34.75133543,32.50882978,29.95986921,27.22833018,24.37911051,21.35302648,18.05738641,14.37283302,10.21084021,5.597627808,0.646993118,-4.478091372,-9.627725794,-14.68018671,-19.51675569,-24.01027852,-28.03197517,-31.4594058,-34.16899124,-36.04391673,-37.06949783,-37.26650528,-36.68025114,-35.37387402,-33.40795083,-30.83315717,-27.70989577,-24.11909216,-20.16208834,-15.9524703,-11.60559889,-7.217932819,-2.887963774,1.271925783,5.133087363,8.579819793,11.53279103,13.95020406,15.82316209,17.16758659,18.0145854,18.40380556,18.37900525,17.98436333,17.26530537,16.27456751,15.07031075,13.70557709,12.21951728,10.63814019,8.976914921,7.249048777,5.472588795
0120met_water,-12.02,-7.25,-4.77,298,0.022613285,0.091802543,0.208122813,0.371902287,0.582521168,0.837810953,1.134275548,1.469720973,1.843571651,2.253784626,2.696653298,3.168495086,3.665063058,4.182662832,4.720529676,5.277875946,5.849689249,6.4282496,7.004932318,7.570941454,8.118470759,8.642156873,9.140021625,9.613148512,10.06628954,10.50856588,10.95220093,11.41513886,11.93147999,12.54958653,13.31454516,14.15366304,12.51725886,-2.165356389,-33.32790633,-61.59844885,-71.77645858,-69.13670132,-58.3308076,-43.39482849,-28.27390987,-13.90359141,-0.569762539,11.23352184,20.15448335,24.31959054,22.79343937,16.57416237,8.099715116,-0.002133112,-5.725658506,-8.691517274,-9.37702705,-7.194281191,0.46194048,16.6595842,41.51666545,70.85611718,97.81984569,112.6712013,115.7974859,109.8957409,98.25272437,83.84301439,67.74392526,50.80063804,33.80138433,17.47369187,2.229045916,-11.8839151,-24.89171163,-36.81542344,-47.54759512,-56.66312626,-64.02080708,-69.49359842,-72.91677751,-74.21837657,-73.36710896,-70.50813142,-65.8696179,-59.55363865,-51.57711782,-42.03151171,-31.31284857,-20.10403755,-9.207252231,0.643991473,8.941539842,15.44396864,20.15619266,23.24136058,24.92321092,25.4657841,25.12853416,24.13687136,22.66638263,20.84666948,18.77879958,16.55490731,14.26614628,11.99416774,9.806471054,7.751182561,5.822368919,3.965496224,2.186861693,0.499742129,-1.063382057,-2.435455566,-3.529102665,-4.332239557,-4.897548322,-5.333575403,-5.782246227,-6.36506014,-7.149327592,-8.146340507,-9.298336947,-10.5245242,-11.74768568,-12.88726154,-13.86540165,-14.61060569,-15.05147022,-15.13681419,-14.8438812,-14.16315203,-13.09461904,-11.65287335,-9.866604469,-7.769803542,-5.422703874,-2.91908363,-0.38871303,2.0092725,4.118373713,5.821080816,7.075938628,7.905693447,8.373366462,8.56786847,8.583988244,8.498399084,8.359904065,8.186913641,7.96583892,7.66443257,7.245927172,6.687288986,5.979973674,5.131458471,4.160348546,3.094092717,1.965291043,0.806935898,-0.351971033,-1.489026193,-2.58595388,-3.626501269
0121met_water,-12.38,-7.44,-4.94,298,0.02299148,0.093143505,0.210520351,0.374884726,0.585316187,0.839785417,1.13530142,1.470452363,1.845349594,2.257826065,2.703419047,3.177261702,3.673765749,4.187921779,4.718217356,5.263669938,5.819648456,6.379795222,6.93733478,7.485361378,8.017696653,8.529284275,9.017603252,9.483324335,9.930356153,10.36663839,10.8037647,11.2604394,11.7741149,12.39889334,13.18497554,14.04825745,12.18456174,-3.705901718,-36.669834,-65.10737403,-74.50051647,-71.05586856,-59.5966187,-44.10215964,-28.76104992,-14.45659782,-1.34794213,10.18685289,18.88637609,22.89723135,21.21939862,14.76514286,5.935264741,-2.588239476,-8.907887396,-12.36317326,-13.33246385,-11.18482422,-3.198239703,13.87995834,40.30594561,71.8217373,101.270712,118.3421921,123.0383188,118.063054,107.3411326,93.17700022,76.8847124,59.46487019,41.79898798,24.65301458,8.431014552,-6.829520225,-21.13630426,-34.480303,-46.70144367,-57.23740962,-65.89502241,-72.53504805,-76.97871943,-79.08901456,-78.86561888,-76.52983163,-72.40533735,-66.64193376,-59.21501776,-50.23579131,-40.09895084,-29.40055204,-18.91358102,-9.366274353,-1.194609815,5.470818032,10.72149045,14.75522142,17.77130452,19.96140137,21.49604958,22.53063409,23.20365241,23.63138162,23.90224534,24.0737374,24.17301975,24.18394688,24.08609354,23.85410835,23.44261101,22.77141508,21.75689936,20.36785594,18.62712443,16.62642255,14.51931826,12.44142283,10.39347294,8.228076884,5.766912088,2.85631626,-0.568359404,-4.45115842,-8.660992284,-13.03829658,-17.41362533,-21.62393363,-25.50524102,-28.90002341,-31.68911344,-33.79648954,-35.19625356,-35.90409788,-35.9410803,-35.33880767,-34.14798513,-32.39878153,-30.07652936,-27.16571266,-23.68088795,-19.66749787,-15.1967119,-10.35942183,-5.270878247,-0.091592613,5.022931626,9.905294815,14.36438829,18.20525502,21.26182548,23.45395594,24.78209867,25.30622887,25.12218045,24.3469214,23.09622493,21.47553705,19.57753857,17.48596397,15.27573485,13.01033597,10.73761233,8.496941767,6.321804577,4.238620885
0123dim_water,-14.51,-9.65,-4.86,298,0.026665046,0.108152111,0.244870623,0.437047682,0.684253489,0.984991662,1.336859558,1.738683622,2.19027748,2.689210029,3.231246287,3.81195034,4.425760811,5.067111541,5.733927854,6.424300314,7.131212486,7.844869026,8.55431928,9.248162838,9.918113112,10.55879959,11.16680685,11.74139504,12.28598898,12.80999857,13.32954657,13.8760258,14.51591917,15.33947027,16.41786544,17.65318336,16.00460142,-0.435298628,-34.30771097,-62.18168465,-70.50587725,-65.96504372,-53.35390822,-36.78513307,-20.61092328,-5.665868012,7.904409177,19.6996188,28.29421519,31.42666649,27.6294428,17.65031273,4.192518216,-9.487706703,-20.92170552,-28.70585684,-33.04944928,-33.41641464,-26.95001944,-10.01327408,18.13805454,53.49881428,89.11296689,115.3419882,129.3804245,133.1037875,128.6265509,117.9667141,103.3493295,86.40306859,68.355072,50.06492867,31.91156709,13.93024675,-3.539306187,-19.95957378,-35.22352247,-49.15284927,-61.49584245,-71.98711464,-80.32883139,-86.27037507,-89.71873644,-90.80660354,-89.82526572,-86.93846516,-82.05801251,-75.25269944,-66.94231506,-57.70226459,-48.17470287,-38.95145617,-30.34108444,-22.36879589,-14.89942966,-7.789584038,-0.982421945,5.485263753,11.49390651,17.0214054,22.10630441,26.81294338,31.19954521,35.25702563,38.87800709,41.82420149,43.9015165,45.09895875,45.42562561,44.88506647,43.49821408,41.31389504,38.43609845,35.01909432,31.2698068,27.37291696,23.35368657,19.09734552,14.42503061,9.217763861,3.548644794,-2.451265531,-8.624523256,-14.79785309,-20.79615984,-26.46412399,-31.64676781,-36.18419682,-39.96311154,-42.9016564,-44.95794083,-46.13013573,-46.42969139,-45.90855401,-44.64160981,-42.6763459,-40.01329438,-36.65437913,-32.62392535,-27.97399288,-22.77766882,-17.10684999,-11.05330138,-4.758335198,1.587153501,7.736148556,13.3897826,18.29125907,22.25912011,25.220629,27.20858841,28.31276771,28.6444498,28.32147051,27.45415484,26.14662347,24.4896086,22.56249067,20.43320324,18.15681445,15.77059421,13.30374964,10.78297835,8.236491678
0124dim_water,-13.12,-8.40,-4.72,298,0.026979741,0.109565928,0.248510417,0.444423173,0.697044874,1.00464755,1.36423762,1.773729799,2.232139048,2.736946802,3.284328094,3.870644771,4.491274548,5.141506249,5.81940161,6.522657407,7.243595838,7.97090802,8.692051182,9.394718537,10.06882052,10.70817789,11.3100081,11.87403727,12.40428128,12.91104775,13.41108901,13.93594464,14.55073151,15.34126396,16.37283798,17.55781374,16.12103166,0.88985323,-31.22481416,-59.11318666,-68.23413007,-64.49911771,-52.54123426,-36.51783318,-20.55194582,-5.544147172,8.239655171,20.31133917,29.20976638,32.69708624,29.34393335,19.88369837,6.948062654,-6.32052361,-17.40298993,-24.93017264,-29.20248959,-29.69870919,-23.65234738,-7.599843323,19.03645622,52.30218066,85.51876373,109.4655259,121.7991233,124.3432614,119.0522939,108.3316811,94.1223701,77.86175127,60.6695882,43.36233566,26.3337686,9.640272788,-6.460957347,-21.47347183,-35.32923814,-47.87529712,-58.92386968,-68.24201395,-75.59507222,-80.82130826,-83.77652983,-84.49154657,-83.15992583,-79.86530806,-74.55000122,-67.30571591,-58.54642923,-48.85517392,-38.90146193,-29.32322775,-20.52177385,-12.6537607,-5.700977432,0.430273503,5.826147174,10.55318691,14.66576615,18.16150196,21.08263297,23.51042478,25.51619224,27.13667089,28.36481102,29.14492844,29.44155939,29.23480587,28.46386611,27.12434372,25.23300024,22.858801,20.12111324,17.2245479,14.328425,11.51401136,8.785309462,6.085312706,3.340228242,0.489884531,-2.479305343,-5.526421553,-8.570356249,-11.5276141,-14.32199369,-16.88017052,-19.13761917,-21.02894261,-22.48119609,-23.42819714,-23.82661877,-23.6588479,-22.9207344,-21.62780486,-19.82260444,-17.57298118,-14.96713858,-12.1239909,-9.202468748,-6.373640608,-3.7922044,-1.563202461,0.277260315,1.760617298,2.941653967,3.879728251,4.635128419,5.268125481,5.824421691,6.326390943,6.773396616,7.137857393,7.380687065,7.467906394,7.381090745,7.124251972,6.722925072,6.213919617,5.63202591,5.001417862,4.332495407,3.625830109,2.879675383,2.096074728
0125dim_water,-12.50,-7.90,-4.6,298,0.024842952,0.100876421,0.228833303,0.409472223,0.643072458,0.928982212,1.265697447,1.652404537,2.08887792,2.572930817,3.101093718,3.669837229,4.274319893,4.90959388,5.574898717,6.269570177,6.986425932,7.714028148,8.438335074,9.143988075,9.82132337,10.46672732,11.07798986,11.65416109,12.19880585,12.72222401,13.24223653,13.79503926,14.45820919,15.33630478,16.51227758,17.8868657,16.2477178,-0.819335725,-35.67898169,-63.2174691,-70.83471493,-65.36120852,-51.42223523,-33.27841398,-15.56213743,0.837470956,15.66421174,28.29186171,36.82148714,38.42873955,31.46261305,17.06750784,-1.34590051,-19.92190238,-35.56632934,-46.685436,-53.77273674,-56.27391448,-51.0339563,-33.83263818,-3.278229848,36.93729155,79.5716449,116.3090841,140.944367,153.6368553,154.3423177,146.2597019,132.4983957,115.2901165,96.15158891,76.02510355,55.5627342,35.35332872,15.46766068,-3.923811739,-22.56677987,-40.11863041,-56.19044721,-70.45415498,-82.54604978,-92.14562617,-99.07020094,-103.3425839,-105.1448803,-104.5574705,-101.4896887,-96.13523721,-89.04047571,-80.79613417,-71.9932546,-63.13019848,-54.40388865,-45.69547861,-36.73348901,-27.37423153,-17.67770488,-7.966484184,1.467614958,10.49155418,19.10666442,27.36475491,35.2281633,42.36523603,48.52278292,53.4144926,56.88339384,58.95023122,59.68972884,59.23132913,57.70394392,55.23092429,51.98756236,48.16132205,43.92896155,39.40491698,34.56051578,29.2963379,23.49852284,17.14231171,10.33411874,3.267622647,-3.837607707,-10.80917064,-17.51275704,-23.8312508,-29.65197384,-34.85288543,-39.31331963,-42.8595059,-45.38280984,-46.85558954,-47.29960505,-46.76835377,-45.33983793,-43.10696561,-40.1481487,-36.54638065,-32.39615525,-27.81282702,-22.89826119,-17.73960999,-12.42392794,-7.069290494,-1.836811803,3.090456094,7.547668934,11.41828422,14.64292007,17.20595457,19.11307876,20.39988143,21.11927691,21.33430232,21.11895744,20.54627016,19.67870121,18.5743449,17.27285956,15.79507477,14.14716367,12.33249439,10.36006422,8.25556491
0126eth_water,-12.6,-8.7,-3.89,298,0.012174218,0.049229198,0.110948577,0.196970587,0.306627446,0.438749687,0.591795191,0.763998211,0.953395322,1.157972373,1.376108721,1.60700196,1.850322461,2.105211591,2.370035366,2.642675463,2.920706844,3.201791121,3.483769584,3.764471881,4.041622462,4.312861847,4.575819716,4.828768922,5.071358913,5.305333474,5.534564006,5.765968095,6.013588642,6.298718215,6.64244669,7.055765399,7.394898029,6.420658738,1.721100366,-6.576555846,-15.01405208,-20.66143965,-22.85500328,-22.27723287,-19.95454962,-16.72731915,-13.15523049,-9.680524282,-6.974015077,-6.034496809,-7.616753389,-11.55913111,-16.7983572,-21.98970213,-25.94912586,-28.19333245,-28.8545377,-27.00066392,-19.99578458,-4.822356443,18.80155066,45.92786872,64.3338711,73.70887864,76.17219395,73.66235974,67.86294157,60.81185387,53.21738727,45.33789484,37.33600733,29.33564269,21.47895774,13.83953482,6.429527753,-0.738344413,-7.640771521,-14.21735339,-20.35463097,-25.84567084,-30.28492041,-33.42991902,-35.28827684,-36.01107032,-35.72674616,-34.6131647,-32.89211193,-30.74767076,-28.3546012,-25.88984829,-23.43513776,-20.99490134,-18.52622988,-15.98286703,-13.3449015,-10.64533876,-7.953261669,-5.352509109,-2.947210723,-0.775749272,1.147198093,2.810604232,4.211801922,5.377549005,6.369155671,7.266656156,8.145646084,9.074596843,10.10414956,11.26341807,12.519707,13.81380428,15.05486076,16.09680524,16.78557259,17.00682756,16.7024513,15.87432191,14.59104267,12.92452598,10.94196637,8.718392222,6.344147416,3.92286666,1.559907716,-0.696209852,-2.824340939,-4.802195054,-6.605937539,-8.210686935,-9.592877676,-10.73328839,-11.61870742,-12.24101487,-12.59370015,-12.68042693,-12.51880674,-12.13192379,-11.54639558,-10.79066578,-9.894269605,-8.887095011,-7.798682533,-6.65687423,-5.487289566,-4.317122722,-3.167892995,-2.057757047,-1.002246253,-0.014514885,0.894099266,1.713934008,2.437003299,3.056491577,3.568306522,3.971917791,4.269133418,4.464023998,4.562824728,4.573678771,4.506285027,4.370433182,4.175982083,3.932411483
0127pro_water,-9.45,-5.60,-3.85,298,0.017758177,0.071615873,0.160848615,0.284679192,0.442261346,0.632319822,0.852875916,1.101094744,1.373497436,1.666450368,1.976812427,2.302442645,2.642010674,2.994198782,3.357453953,3.730453949,4.11134285,4.497601642,4.886265239,5.273930154,5.656895211,6.031568104,6.394672466,6.744057759,7.080301697,7.408044067,7.736202377,8.079905493,8.466883894,8.933893944,9.51081525,10.20765205,10.87018059,10.2349305,5.860730867,-2.134831448,-10.3024068,-15.7245024,-17.72932907,-16.98979238,-14.52458266,-11.17165937,-7.494092413,-3.952141671,-1.301283918,-0.755302378,-3.349352958,-9.068658687,-16.71566975,-24.57639292,-31.0999608,-35.37747568,-37.45596925,-36.42870483,-29.60769348,-13.95235224,10.71016671,39.03851734,58.96894316,70.38380905,75.1852763,75.11730228,71.49983745,65.71996393,59.05152726,51.81958319,44.23071411,36.4289367,28.51720727,20.58007413,12.65620419,4.809357643,-2.877594217,-10.29232812,-17.27087622,-23.44993357,-28.47275976,-32.15235784,-34.48861365,-35.61643448,-35.6555592,-34.79526644,-33.24838972,-31.2320898,-28.92068304,-26.45131636,-23.92678913,-21.39799624,-18.88841348,-16.42969391,-14.08014607,-11.92629059,-10.03543752,-8.446608084,-7.164735267,-6.153968745,-5.365142949,-4.747198735,-4.251512375,-3.824725041,-3.401736667,-2.905735578,-2.261095181,-1.40031353,-0.281501607,1.107106642,2.743521896,4.58253591,6.510204244,8.387459253,10.1023352,11.55803274,12.67976093,13.42894038,13.80622766,13.8281962,13.52676957,12.91016546,11.98593019,10.77709417,9.325653724,7.676714479,5.889347246,4.036999899,2.180578761,0.364892009,-1.372856876,-2.991729819,-4.441639158,-5.691783278,-6.730748613,-7.550682154,-8.140931463,-8.49504921,-8.618347202,-8.53310884,-8.278099716,-7.894682762,-7.417631509,-6.871618313,-6.273094136,-5.633706474,-4.967640571,-4.295221869,-3.629469532,-2.978932134,-2.350536164,-1.752197736,-1.196296543,-0.692963081,-0.248746837,0.13271544,0.450660468,0.707227353,0.906868664,1.055672557,1.160462542,1.228217961,1.265732684,1.279083145
0129ben_water,-11.59,-7.49,-4.1,298,0.022463688,0.090734325,0.20428899,0.362691299,0.565405575,0.81115958,1.097420003,1.420609558,1.777011166,2.163213852,2.575817583,3.011359049,3.466674553,3.939416223,4.427508967,4.928915782,5.441035245,5.959947238,6.480342234,6.996267319,7.502289405,7.994589472,8.471280952,8.932882937,9.38306815,9.828966703,10.27981319,10.74563739,11.24083468,11.79128543,12.4387629,13.23744053,14.11537353,13.94509446,10.24989066,2.619933367,-5.970737646,-12.39189281,-15.33496666,-14.91045832,-11.86006964,-7.002202155,-1.161835315,4.159724738,5.966515403,0.94403716,-11.74534113,-29.46777894,-47.87702233,-63.20689282,-72.69947894,-77.20012427,-77.84204385,-74.07956244,-62.91965084,-40.53330901,-6.146396917,35.02853447,69.72001097,95.29727824,112.0382359,120.6034218,121.7152883,118.2170062,111.5579773,102.5169442,91.60970184,79.22958437,65.79807144,51.68881638,37.26210531,22.86914185,8.810745045,-4.6606724,-17.25837617,-28.63384961,-38.24801144,-45.67170554,-50.68251203,-53.30509123,-53.66819398,-52.07968688,-48.99256611,-44.86283913,-40.13228432,-35.25719647,-30.57872349,-26.31205416,-22.64103926,-19.70136182,-17.53120119,-16.08937843,-15.27982566,-14.96093665,-14.96394969,-15.11698828,-15.26465066,-15.28326837,-15.06850498,-14.51416631,-13.52081224,-11.99969912,-9.906233754,-7.272372907,-4.201503276,-0.839588745,2.671213683,6.212652284,9.706385669,13.08914156,16.30738719,19.28577444,21.8671266,23.86084777,25.05329047,25.27338761,24.43720372,22.56824667,19.79345364,16.28530901,12.22532489,7.79072408,3.13505656,-1.583779875,-6.198389049,-10.5450857,-14.4943962,-17.98268936,-20.99642002,-23.5148311,-25.49479313,-26.85386285,-27.49272529,-27.35436837,-26.4533203,-24.86788934,-22.71933183,-20.13258717,-17.21541022,-14.07867095,-10.83823376,-7.602586279,-4.464755126,-1.493340764,1.271565462,3.810516278,6.107866332,8.142105133,9.89646765,11.36620119,12.56239208,13.49520038,14.15882728,14.53450435,14.61496541,14.42166111,13.98229368,13.32013043,12.45605078,11.41163553
