Mol,HFE,Temp,gf_w_40,gf_w_80,gf_w_120,gf_w_160,gf_w_200,gf_w_240,gf_w_280,gf_w_320,gf_w_360,gf_w_400,gf_w_440,gf_w_480,gf_w_520,gf_w_560,gf_w_600,gf_w_640,gf_w_680,gf_w_720,gf_w_760,gf_w_800,gf_w_840,gf_w_880,gf_w_920,gf_w_960,gf_w_1000,gf_w_1040,gf_w_1080,gf_w_1120,gf_w_1160,gf_w_1200,gf_w_1240,gf_w_1280,gf_w_1320,gf_w_1360,gf_w_1400,gf_w_1440,gf_w_1480,gf_w_1520,gf_w_1560,gf_w_1600,gf_w_1640,gf_w_1680,gf_w_1720,gf_w_1760,gf_w_1800,gf_w_1840,gf_w_1880,gf_w_1920,gf_w_1960,gf_w_2000,gf_w_2040,gf_w_2080,gf_w_2120,gf_w_2160,gf_w_2200,gf_w_2240,gf_w_2280,gf_w_2320,gf_w_2360,gf_w_2400,gf_w_2440,gf_w_2480,gf_w_2520,gf_w_2560,gf_w_2600,gf_w_2640,gf_w_2680,gf_w_2720,gf_w_2760,gf_w_2800,gf_w_2840,gf_w_2880,gf_w_2920,gf_w_2960,gf_w_3000,gf_w_3040,gf_w_3080,gf_w_3120,gf_w_3160,gf_w_3200,gf_w_3240,gf_w_3280,gf_w_3320,gf_w_3360,gf_w_3400,gf_w_3440,gf_w_3480,gf_w_3520,gf_w_3560,gf_w_3600,gf_w_3640,gf_w_3680,gf_w_3720,gf_w_3760,gf_w_3800,gf_w_3840,gf_w_3880,gf_w_3920,gf_w_3960,gf_w_4000,gf_w_4040,gf_w_4080,gf_w_4120,gf_w_4160,gf_w_4200,gf_w_4240,gf_w_4280,gf_w_4320,gf_w_4360,gf_w_4400,gf_w_4440,gf_w_4480,gf_w_4520,gf_w_4560,gf_w_4600,gf_w_4640,gf_w_4680,gf_w_4720,gf_w_4760,gf_w_4800,gf_w_4840,gf_w_4880,gf_w_4920,gf_w_4960,gf_w_5000,gf_w_5040,gf_w_5080,gf_w_5120,gf_w_5160,gf_w_5200,gf_w_5240,gf_w_5280,gf_w_5320,gf_w_5360,gf_w_5400,gf_w_5440,gf_w_5480,gf_w_5520,gf_w_5560,gf_w_5600,gf_w_5640,gf_w_5680,gf_w_5720,gf_w_5760,gf_w_5800,gf_w_5840,gf_w_5880,gf_w_5920,gf_w_5960,gf_w_6000,gf_w_6040,gf_w_6080,gf_w_6120,gf_w_6160,gf_w_6200,gf_w_6240,gf_w_6280,gf_w_6320,gf_w_6360,gf_w_6400
261hexa_1039,-4.088609169,298.15,0.044626817,0.180408606,0.406448968,0.721611536,1.124551147,1.613237646,2.183704159,2.829549047,3.543656438,4.321737129,5.153304252,6.026644507,6.932123973,7.862888042,8.815301757,9.787522025,10.77390308,11.76455866,12.74710025,13.70833336,14.6367736,15.52284891,16.35744792,17.13649929,17.86547346,18.56213653,19.25155912,17.67375671,-15.99381328,-53.88109374,-62.71134526,-54.68253566,-42.87430559,-35.39076166,-30.7079912,-26.09023012,-17.09913356,-5.022769164,7.735500941,19.60061793,29.86024818,38.29402973,44.83563288,49.19307258,50.43876561,47.01171447,37.61475604,22.3857578,2.922939575,-18.48745528,-38.27745915,-52.56207344,-55.8049409,-41.20341225,-7.316240732,33.72331695,61.92750278,80.09970732,91.3445749,97.30978717,98.77541175,96.17833994,89.69406545,79.49427738,66.67849074,52.26422129,37.08176654,21.71050587,6.793213363,-7.319928999,-20.86546956,-33.78282347,-45.77278911,-56.17166921,-64.0964983,-69.07699988,-71.45962813,-71.77760422,-70.53417525,-68.14266848,-64.88969277,-60.9074578,-56.1208114,-50.42013501,-43.88840898,-36.75368156,-29.3301689,-21.98823564,-15.02320598,-8.671438853,-3.133667339,1.438426269,4.979540499,7.507956893,9.180832742,10.23963755,10.91123574,11.36103293,11.66556758,11.78346072,11.61778856,11.01891867,9.835418671,8.059471738,5.850337657,3.468033887,1.209841016,-0.62175891,-1.838380076,-2.410635195,-2.390514384,-1.861788827,-0.977773616,0.08239458,1.161428084,2.06009716,2.591601511,2.661214199,2.263146185,1.464476767,0.369481238,-0.930229662,-2.341422543,-3.77138428,-5.109938614,-6.242717698,-7.120861034,-7.762556895,-8.23325798,-8.613389592,-8.987584349,-9.365116494,-9.642046337,-9.717540956,-9.538677597,-9.088982052,-8.400464198,-7.519211636,-6.481680825,-5.323845464,-4.083614805,-2.794619553,-1.489548008,-0.198908341,1.051752869,2.243345092,3.362128309,4.390516125,5.292633786,6.020818573,6.523526167,6.758904776,6.724363066,6.451129616,5.989339536,5.393550862,4.708882588,3.954045085,3.128895186,2.232762428
052diet_222,-1.614215264,298.15,0.033266794,0.134450319,0.302857638,0.537666092,0.837827386,1.20148201,1.625252506,2.103822378,2.630360389,3.197795922,3.800149908,4.433069347,5.093213843,5.777244162,6.481247224,7.200477207,7.929167206,8.661339584,9.391430749,10.11418106,10.82419325,11.51657648,12.1886575,12.84178117,13.48305965,14.12525792,14.78804783,15.51040655,16.36522359,17.4385326,18.78814721,20.42883722,22.34562501,24.50980561,26.87410249,29.32705421,31.55181809,32.86424414,32.64063358,31.05795458,28.98785666,27.24668642,25.93032371,23.98254564,19.44837693,10.64353401,-2.610999217,-18.74937405,-35.18087406,-49.44633525,-60.34375903,-67.47788163,-71.47610772,-73.11172211,-72.90570018,-70.92753016,-66.65541885,-58.98854909,-46.56643409,-28.83145393,-6.914347307,16.58847628,38.654508,55.76753924,66.94614082,73.5104567,76.41232475,76.32636244,73.74678421,69.08725481,62.74059791,55.10384675,46.56664777,37.45639399,28.03059161,18.52014816,9.230238243,0.327678961,-7.997610832,-15.48962686,-21.85770134,-26.84091117,-30.27303514,-32.1756867,-32.7382773,-32.2208362,-30.90602001,-29.06963764,-26.96210946,-24.79149646,-22.71880402,-20.85368125,-19.28864332,-18.10317793,-17.33180847,-16.93218647,-16.78772525,-16.74802949,-16.69165692,-16.54563691,-16.2978409,-15.96052687,-15.52554313,-14.95135866,-14.16591759,-13.07932632,-11.6325205,-9.822331452,-7.697589078,-5.309772765,-2.711159027,0.046295817,2.903336142,5.794158093,8.631944777,11.30417288,13.69553771,15.69301536,17.20425434,18.18504792,18.65306992,18.6550066,18.24135291,17.45624881,16.32728204,14.86059937,13.06679603,10.9789697,8.649472674,6.147737424,3.547462004,0.914263888,-1.690758307,-4.202064983,-6.549621511,-8.677561568,-10.53934359,-12.0995859,-13.32370292,-14.18012616,-14.64596285,-14.71672934,-14.41508163,-13.78343323,-12.87685803,-11.75844234,-10.49066382,-9.134492182,-7.751579246,-6.395397805,-5.10703007,-3.916398517,-2.843535426,-1.904244349,-1.109115101,-0.4586078,0.056795872,0.451040614,0.738011124,0.930408179
255cycl_1006,0.775682315,298.15,0.019177017,0.077480656,0.174408147,0.309191055,0.480675596,0.687094505,0.925684474,1.192536983,1.483114643,1.793091709,2.119030965,2.458323754,2.808666461,3.168075434,3.534934904,3.907696374,4.284789048,4.664182245,5.042501168,5.415140528,5.777331917,6.124717936,6.453756403,6.76249947,7.052144365,7.328782965,7.605114271,7.912358437,8.327033162,8.959023246,9.893596853,11.15782758,12.72849764,14.52114933,16.26588841,17.5155148,18.05729972,18.14361547,18.22026814,18.60163378,19.38244788,20.50552994,21.83796611,23.09998598,23.48791806,21.45109469,15.4492996,5.170604836,-8.090853021,-22.13950711,-34.84943376,-44.28393634,-50.68556618,-54.58509019,-56.04245014,-54.6360734,-49.83472895,-41.55671468,-30.45855755,-17.75494916,-4.785355262,7.332937749,17.75524268,25.61212616,31.25182142,35.1606276,37.65400268,38.88372188,38.88033663,37.64194786,35.22077553,31.76498292,27.53792489,22.82540431,17.86457843,12.85970139,8.003383951,3.486625962,-0.508338139,-3.827029774,-6.364329376,-8.06716986,-8.918599508,-8.936319694,-8.180469256,-6.763204547,-4.85050909,-2.644039997,-0.359781133,1.798396741,3.622494323,4.883393381,5.361898441,4.923239465,3.563878139,1.378851195,-1.449931902,-4.667525652,-8.011170779,-11.2614756,-14.25801029,-16.90525231,-19.13682522,-20.90270022,-22.15695004,-22.86858912,-23.03011927,-22.65281328,-21.75687926,-20.35718387,-18.46105786,-16.09842651,-13.34073343,-10.29802815,-7.108606575,-3.912536359,-0.830969442,2.03607508,4.611624019,6.840679017,8.689854429,10.13971189,11.17855555,11.82093557,12.09462722,12.03732997,11.69213767,11.10499578,10.32297597,9.395296646,8.369285178,7.286963509,6.187878358,5.107849864,4.077344553,3.120558993,2.255267772,1.492701249,0.837586801,0.288447927,-0.161885482,-0.525480495,-0.818249254,-1.057523645,-1.261298739,-1.446513271,-1.628235695,-1.818715437,-2.026430601,-2.255912918,-2.507457229,-2.775530974,-3.05234666,-3.328266248,-3.591999389,-3.831638393,-4.035476542,-4.192036688,-4.291735797,-4.327231396
001tetr_1,0.114863378,298,0.019905262,0.081206052,0.185089724,0.331956153,0.52100214,0.750370694,1.017362338,1.318671136,1.650610905,2.009313489,2.390844896,2.791265295,3.206712086,3.63352524,4.068346146,4.508172937,4.950383152,5.392777611,5.833432369,6.270756617,6.703856837,7.133065522,7.560115146,7.987332925,8.41622989,8.84547539,9.271313309,9.689954435,10.09789907,10.49199787,10.86942499,11.22762164,11.56423894,11.87711265,12.16431647,12.42188782,12.6253693,12.6969123,12.5191837,12.00413645,11.13227942,9.937119162,8.483989968,6.843763176,5.076548147,3.228182945,1.332734533,-0.583398319,-2.497832764,-4.38967274,-6.238154388,-8.022180363,-9.720673416,-11.29514753,-12.51369287,-12.37964044,-8.674217813,0.937550196,16.52206345,35.01175509,50.51909263,58.75603272,61.83103269,61.36647211,58.48781905,53.98404892,48.41313217,42.17253338,35.54691938,28.74074148,21.90102688,15.13416456,8.516725854,2.102198833,-4.000673048,-9.635076,-14.80362054,-19.46288101,-23.43007183,-26.55965419,-28.90698694,-30.63387201,-31.92227257,-32.91088578,-33.70272641,-34.37306965,-34.97545932,-35.54671475,-36.11255501,-36.69007146,-37.28083498,-37.83789965,-38.20648567,-38.09717174,-37.15874496,-35.12078595,-31.9832338,-28.05491447,-23.61809532,-18.88935824,-14.03816885,-9.195485238,-4.460543481,0.093187377,4.413251158,8.460138387,12.12486057,15.37819577,18.22524931,20.70092643,22.84231785,24.6965092,26.29753237,27.64664679,28.69734291,29.343922,29.43150634,28.80917069,27.40123269,25.3010402,22.67312788,19.65820144,16.3769214,12.93365083,9.419155152,5.912518679,2.481635929,-0.816229558,-3.93244016,-6.825562841,-9.460425845,-11.80745276,-13.83876699,-15.53016058,-16.87968258,-17.88375534,-18.54282504,-18.87885542,-18.9202348,-18.69785861,-18.24107322,-17.58638071,-16.76627588,-15.80223572,-14.7152274,-13.52409249,-12.24543884,-10.8936708,-9.481793911,-8.022639717,-6.530020902,-5.019375295,-3.507819184,-2.013594138,-0.555786449,0.846231244,2.173845577,3.409691763,4.538111608,5.545586243
264brom_1061,-0.714041323,298.15,0.017002111,0.068844139,0.155325875,0.275995483,0.430111143,0.616475823,0.833322022,1.078323862,1.348690089,1.641566579,1.954555989,2.285832297,2.633410949,2.995003789,3.368029256,3.749583449,4.136703514,4.526561037,4.916448741,5.303803533,5.686363347,6.062428577,6.431042256,6.792332393,7.148741261,7.505815764,7.87323499,8.270790333,8.734349361,9.305564127,10.01219811,10.86153907,11.84657696,12.95355541,14.16098643,15.42868968,16.70029782,17.89557735,18.8483132,19.34916869,19.33785958,18.94000249,18.21818281,16.84147394,14.05452248,9.141736127,2.010381069,-6.631019966,-15.59424287,-23.6342705,-29.99576206,-34.49693749,-37.33072182,-38.8795929,-39.40078151,-38.96221596,-37.48822711,-34.58138089,-29.32109452,-20.45621482,-7.370749717,8.950999401,24.5923109,35.29311003,42.11401863,45.98267193,47.55730551,47.30602698,45.5716768,42.62756564,38.72295943,34.10107301,28.98000418,23.56409854,18.0184099,12.46154231,6.986816908,1.680710867,-3.354599649,-7.978896354,-11.98661137,-15.12766903,-17.29491848,-18.54445653,-19.00818601,-18.84448787,-18.2132432,-17.26838256,-16.15346931,-15.00222577,-13.9158436,-12.95609745,-12.15412587,-11.51950712,-11.04363573,-10.70584853,-10.48534339,-10.35472263,-10.28166199,-10.23364572,-10.18030681,-10.0893967,-9.925825717,-9.654237104,-9.241969134,-8.661199429,-7.897270907,-6.956004491,-5.855209412,-4.614768846,-3.243957378,-1.744699745,-0.113300774,1.643226377,3.469041666,5.278307594,6.980416686,8.483962389,9.705240078,10.58254122,11.09095279,11.24691646,11.08993986,10.65879855,9.972509089,9.04708573,7.91062714,6.60298903,5.172897837,3.672140714,2.148776816,0.647744004,-0.789674882,-2.126811926,-3.33267773,-4.382374042,-5.253799138,-5.934093836,-6.417415356,-6.705190685,-6.809208773,-6.752211909,-6.558589865,-6.252408299,-5.857333624,-5.3964311,-4.892748377,-4.367269561,-3.836514309,-3.314299369,-2.810825817,-2.334132419,-1.890022164,-1.482116783,-1.112201717,-0.780516524,-0.485903383,-0.22598379,0.002654686,0.203891051
238form_957,-6.627031796,298,0.005805701,0.023622491,0.053516767,0.09532885,0.148672539,0.212885837,0.286907861,0.369469215,0.4601318,0.559110843,0.665931227,0.780055654,0.902342273,1.034047859,1.174370242,1.320984256,1.471191531,1.622685514,1.773611406,1.922716835,2.069149624,2.212442437,2.352833407,2.491821908,2.632610017,2.779509343,2.934876809,3.095584486,3.25544232,3.389430643,2.468378162,-6.525368295,-30.13705217,-55.69139826,-67.10767568,-68.25603542,-63.4356457,-55.39259683,-46.63910854,-39.29453249,-33.43798423,-28.7678936,-24.84040534,-21.08053444,-16.86258243,-11.84232651,-6.162679657,-0.215377917,5.705702627,11.4824171,17.61980542,26.05687733,40.8723483,65.46699368,97.79680544,127.4937009,139.2052504,135.2437548,120.020937,99.57123689,79.9910273,61.43711511,43.77585386,26.91071464,10.86664089,-4.10442623,-17.65509782,-29.58434999,-39.80551728,-48.28441846,-55.09308542,-60.37994935,-64.19686639,-66.40028215,-66.71932875,-65.08243343,-61.86363207,-57.48505855,-52.16670812,-45.99987962,-39.06351587,-31.69460342,-24.23882753,-16.96327165,-10.06400088,-3.676673117,1.93778483,6.588915859,10.29542849,13.16658899,15.37626409,17.13289937,18.58032374,19.78653066,20.77803954,21.55962966,22.12978389,22.49900996,22.68164391,22.69428989,22.55452385,22.2740059,21.85796722,21.30886253,20.62784358,19.81464,18.86213455,17.74475354,16.40572628,14.7783577,12.79794514,10.4207862,7.640548709,4.493535191,1.052912876,-2.559805877,-6.179390624,-9.698094925,-13.00963886,-16.02386387,-18.6636412,-20.86580873,-22.58949084,-23.80852738,-24.50571423,-24.67916826,-24.33989846,-23.50908897,-22.22328385,-20.52939283,-18.48268099,-16.1449493,-13.58236359,-10.86363125,-8.058104011,-5.233848708,-2.454944395,0.219436565,2.736117364,5.049065251,7.120328128,8.921152885,10.42919543,11.62702988,12.51383437,13.09852482,13.39616376,13.42657977,13.21301962,12.78164333,12.16287437,11.38427367,10.47274611,9.454764632,8.355917087,7.200587699,6.011657199,4.810192536,3.615201434,2.443315763
140tric_586,1.455218322,298.15,0.025672679,0.103642609,0.233032709,0.412600375,0.640726538,0.915149083,1.233016154,1.591421915,1.987655829,2.419191693,2.883089881,3.375685912,3.892989652,4.430816179,4.985112002,5.551989734,6.127663924,6.708661978,7.291796388,7.874161196,8.453295692,9.02742267,9.595593502,10.15731586,10.71204564,11.258321,11.79389072,12.31668506,12.82445821,13.31362621,13.77128758,14.07784005,13.82976855,12.59267095,10.3955531,7.67057928,4.864307231,2.197197112,-0.335778182,-2.835871323,-5.398975259,-8.084625348,-10.91264902,-13.87541986,-16.94935225,-20.10072862,-23.28970558,-26.46466068,-29.48756769,-31.69422208,-30.99767289,-24.02705046,-8.667220666,13.37895691,37.30795413,57.33223448,71.59347698,84.23036878,97.24905093,109.5677626,117.3706567,117.1941934,111.40179,101.9037491,90.02581891,76.92702848,63.48986468,50.07031445,36.83876575,23.87748506,11.23781041,-1.00467207,-12.72565663,-23.77532998,-33.97520025,-43.26308381,-51.78070075,-59.52421299,-66.07337114,-71.02789865,-74.05759794,-75.06365056,-74.41628773,-72.66341144,-70.22655568,-67.40372847,-64.39775333,-61.34008601,-58.30975312,-55.34767394,-52.46532954,-49.63292153,-46.73118945,-43.52521655,-39.74361944,-35.20776008,-29.96028709,-24.31368429,-18.50727652,-12.59116594,-6.490388153,-0.14863672,6.406887031,13.03900181,19.49504719,25.57032373,31.12506152,36.03470894,40.10597893,43.09826312,44.82713261,45.32434587,44.85690049,43.75764926,42.29233361,40.5692433,38.51962293,36.06207814,33.12760838,29.67832978,25.72072257,21.33053712,16.65566265,11.82348379,6.921945344,2.028858506,-2.762115979,-7.320446151,-11.52503542,-15.29371082,-18.57080966,-21.33657729,-23.58503489,-25.31228326,-26.516222,-27.20177175,-27.39734376,-27.15415188,-26.52513101,-25.5538258,-24.27795397,-22.73416516,-20.96573206,-19.02338505,-16.96401912,-14.84984505,-12.73588703,-10.66076092,-8.634904138,-6.66125563,-4.746150802,-2.897850481,-1.125752522,0.559904973,2.148372249,3.629399345,4.992728588,6.226258498,7.318611151,8.259543809
018buta_84,-4.645285086,298,0.032680029,0.132109894,0.297409458,0.527086879,0.819358966,1.172054043,1.581584822,2.042406933,2.54942463,3.102092068,3.692854859,4.313196183,4.956488036,5.61793685,6.293441244,6.977087064,7.661523922,8.337252728,8.999389465,9.642409215,10.26025369,10.84802936,11.40174167,11.91993662,12.4065381,12.87381197,13.33800331,11.34946315,-25.97073496,-65.97365386,-76.91402091,-70.97438175,-61.09882173,-55.14561163,-48.42347055,-40.51949092,-29.41416093,-15.84089752,-1.893400402,10.98172292,22.11824723,31.32234022,38.59319314,43.83362018,46.59024285,45.86344506,40.76276293,31.3801011,18.60496757,3.558835633,-11.34255739,-22.7625725,-25.36537723,-12.19768324,19.07227635,58.2510985,83.72932476,97.09280013,101.6313758,99.59916472,92.59754954,81.82513496,68.29028706,52.85723232,37.05154544,21.54566638,6.787600626,-6.9091037,-19.38792057,-30.88958103,-41.53309407,-50.9557246,-58.94732335,-65.07336689,-68.70287406,-69.44607493,-67.72898937,-64.21146213,-59.41823153,-53.74141398,-47.46493244,-40.74655416,-33.71974686,-26.39920795,-18.82752606,-11.22500305,-3.945730998,2.606127993,8.141986613,12.4958512,15.63407599,17.65663951,18.68446064,18.85495822,18.28266299,17.16760252,15.72290001,14.12339455,12.47452662,10.84205092,9.244992164,7.578135826,5.786885621,3.886584753,1.963017476,0.142326744,-1.439875279,-2.662859784,-3.462063842,-3.863629995,-3.982295037,-3.972806239,-3.988138116,-4.149628701,-4.530356546,-5.147392734,-5.966708671,-6.912839425,-7.899570507,-8.873147957,-9.744028191,-10.433024,-10.85668301,-10.97001619,-10.78218592,-10.30468726,-9.558847491,-8.589227365,-7.474747986,-6.311694948,-5.184210699,-4.139963481,-3.168899163,-2.232186776,-1.302107961,-0.379378181,0.519956225,1.37803784,2.177014814,2.915239483,3.613457859,4.298320151,4.983546302,5.664006309,6.300519876,6.829632576,7.246622828,7.549944327,7.728044762,7.769800361,7.62012081,7.231622906,6.597510709,5.747119431,4.73067493,3.609822247,2.450528022,1.301570015,0.19268996,-0.866201159
035oxyl_138,-0.937361307,298,0.030701074,0.124369134,0.281105737,0.501124847,0.78424526,1.129061981,1.532622198,1.991177486,2.500994629,3.058195002,3.658616083,4.298359902,4.974075608,5.682556939,6.420004199,7.181803725,7.961934537,8.752163596,9.541956995,10.31951463,11.07382396,11.79608722,12.48033757,13.12442513,13.73157162,14.31172452,14.88172301,15.4727982,16.14901329,16.99884093,18.10035559,19.50554559,21.24334322,23.22056627,24.81065054,24.88475936,23.03025462,20.17133834,17.72294747,16.64092975,17.19283802,19.181795,22.13955307,24.99934502,25.37843836,20.07212554,7.276554125,-11.81684421,-33.67865521,-54.37424443,-70.85317445,-81.89575632,-88.22907759,-90.60085289,-88.76595747,-81.51665942,-67.73045677,-47.67815714,-23.42850071,1.938417093,25.49944427,44.94999356,58.77354954,67.65919305,72.69811961,74.74844426,74.35569698,71.83811284,67.42508739,61.36955951,53.98333779,45.61338997,36.59448448,27.22721761,17.82735131,8.647802238,-0.043256393,-7.946953852,-14.77048,-20.27026582,-24.28240852,-26.73017255,-27.6569429,-27.22508793,-25.71180215,-23.47024385,-20.87347041,-18.27258535,-15.97847119,-14.2530438,-13.25499124,-13.01990302,-13.47423679,-14.45153747,-15.72064548,-17.04139674,-18.20930591,-19.08327083,-19.58247385,-19.66064055,-19.27753764,-18.38362294,-16.93688708,-14.94394617,-12.48350866,-9.703686812,-6.760257309,-3.772554631,-0.822972313,2.024584136,4.740921334,7.286002561,9.577894463,11.50427337,12.96111222,13.88808388,14.29009904,14.21154345,13.71051459,12.84286336,11.65112965,10.17159162,8.444488978,6.521729691,4.476696462,2.41070314,0.430702823,-1.377499008,-2.957033725,-4.282991001,-5.357912745,-6.184695796,-6.758405777,-7.08013391,-7.171780197,-7.077016772,-6.850256883,-6.543652833,-6.193063736,-5.81332401,-5.404310218,-4.97184767,-4.548617711,-4.188488735,-3.935333281,-3.806785775,-3.793640689,-3.873217965,-4.024127402,-4.226692167,-4.460073115,-4.6993421,-4.903679289,-5.023055208,-5.017198436,-4.872163532,-4.599032417,-4.226652319,-3.789398289,-3.321236573
229ethe_940,1.323196131,298,0.011673403,0.047113906,0.105848819,0.187226788,0.290444332,0.414386997,0.557510484,0.717947801,0.89376781,1.083095389,1.284091433,1.49481422,1.713330641,1.938182352,2.168782745,2.405252404,2.647777079,2.895780379,3.1473808,3.399576606,3.649323361,3.893819682,4.130736236,4.358813768,4.578865095,4.794575069,5.013486629,5.255864132,5.572044465,6.039637957,6.736323175,7.718104476,9.007971304,10.50617536,11.72456618,11.99123819,11.28954744,10.34209777,9.899212412,10.28898836,11.46668809,13.23232182,15.31275001,17.17940596,17.64630263,15.02229213,8.198406837,-2.444211767,-15.23912308,-28.1591098,-39.58616745,-48.1382594,-54.07403438,-57.65235227,-58.29570916,-54.70995939,-45.7680261,-31.5619081,-13.67543152,5.474452022,22.05454468,33.73784726,41.67537613,46.7881148,49.77044459,51.08015543,50.98854106,49.64860252,47.14627127,43.51618987,38.86233886,33.36792962,27.26400336,20.79977767,14.20708911,7.707853536,1.546230492,-4.008446176,-8.691916344,-12.28913904,-14.68741827,-15.93696132,-16.19674184,-15.69779276,-14.66240134,-13.29391452,-11.77531381,-10.2610143,-8.860979554,-7.70274517,-6.885439104,-6.454946616,-6.404927501,-6.688259683,-7.236839212,-7.976901787,-8.829151415,-9.721915894,-10.58925575,-11.36806806,-11.9990609,-12.42972999,-12.6284078,-12.5984659,-12.35586281,-11.90244264,-11.22716928,-10.30727024,-9.115624408,-7.636148433,-5.877530221,-3.878838551,-1.707275371,0.546739299,2.784875326,4.912631686,6.834582202,8.47472757,9.78836141,10.74889498,11.34644748,11.58606969,11.48569025,11.07513878,10.39621604,9.48968734,8.399569271,7.172501536,5.856493631,4.499345638,3.147214366,1.843122986,0.62525328,-0.474381026,-1.431200768,-2.228764709,-2.858987191,-3.322314145,-3.626825313,-3.786908853,-3.821462916,-3.752389169,-3.603094297,-3.396842396,-3.155075463,-2.896889609,-2.638089293,-2.391335171,-2.166067043,-1.968370662,-1.802615579,-1.670047639,-1.568399663,-1.493573619,-1.440123123,-1.401594392,-1.371101436,-1.342152706,-1.308723044,-1.26565786
060dibr_238,-2.025318294,298.15,0.019237361,0.078111312,0.176926725,0.315800176,0.494336713,0.711324325,0.964933873,1.253014673,1.573307724,1.923699256,2.302252369,2.70646306,3.13200933,3.573696476,4.02613404,4.484308351,4.944190289,5.402870681,5.858291424,6.309035001,6.754461145,7.194942748,7.631935805,8.067662023,8.506472165,8.954139434,9.417873228,9.911718581,10.45942872,11.0887938,11.82449562,12.68558079,13.68529005,14.8318874,16.12838246,17.56952621,19.13586566,20.75507913,22.20991608,23.17625109,23.4680924,23.11158894,21.93107456,18.97850972,12.90210712,3.333558394,-8.430702026,-20.20261635,-30.12610461,-37.24726683,-41.58424228,-43.88312766,-44.76865129,-44.71627521,-44.10451276,-43.26646026,-42.17994986,-40.07976425,-34.85016795,-23.52969448,-4.540858562,20.36476235,42.36062535,56.53639849,64.86680205,68.76661335,69.27949647,67.21243699,63.21570396,57.82285391,51.46844503,44.49753843,37.1917628,29.75483598,22.33231618,15.02586978,7.915765522,1.071722637,-5.403587401,-11.32927897,-16.39251727,-20.22560843,-22.75110594,-24.15723925,-24.67460105,-24.51105004,-23.84569691,-22.83016352,-21.61911599,-20.32797157,-19.03119797,-17.78254957,-16.61819164,-15.55917993,-14.61706607,-13.80382822,-13.13791899,-12.63932932,-12.29760252,-12.09787066,-12.01057459,-11.98417571,-11.9539112,-11.85216557,-11.62878601,-11.26013757,-10.74601097,-10.09841417,-9.325443753,-8.418949901,-7.342681501,-6.031010353,-4.417065643,-2.486607722,-0.340063133,1.877944164,4.01791185,5.945482002,7.546841286,8.743293467,9.508541879,9.876450088,9.920702188,9.723007478,9.312909379,8.684796915,7.847976721,6.817443188,5.627826515,4.321931977,2.945860372,1.547424587,0.176328683,-1.119527181,-2.297181553,-3.321450944,-4.165304915,-4.816291367,-5.27318417,-5.543711241,-5.642434052,-5.587919479,-5.39967368,-5.096534641,-4.697499042,-4.222373747,-3.69109795,-3.122741029,-2.535182893,-1.945288518,-1.365299257,-0.805658541,-0.278427466,0.196153279,0.584589319,0.847877217,0.953749144,0.912518099,0.764309723,0.543979904
258hexa_1012,-3.267640754,298.15,0.042569125,0.171698843,0.385470379,0.681548088,1.057674303,1.511152252,2.037886278,2.632497644,3.288429291,3.997786329,4.753012909,5.548562071,6.381164454,7.246760068,8.136988555,9.042028283,9.953246691,10.86282179,11.76252424,12.64422712,13.49867123,14.31492197,15.08176101,15.79373673,16.45340909,17.07133098,17.66926288,18.29622654,19.05748186,20.0543403,19.90875886,9.344545238,-18.75176159,-43.82553827,-51.94165029,-49.64095228,-41.51561827,-30.45496189,-18.54062626,-8.408860342,-0.110728053,6.835222755,12.83672295,17.91068183,21.02816284,19.94665683,12.6552331,-0.749557734,-17.76566221,-34.8105269,-48.24473655,-54.11648523,-47.98839605,-26.81507011,6.646092183,40.7916402,64.03413694,79.69362514,90.62911161,98.41747171,103.4942977,105.7280236,104.2253476,98.89155211,90.7054368,80.5891404,69.05581118,56.21387723,42.63816158,28.2719764,13.12513948,-2.534187883,-18.19885129,-33.20142688,-46.84555136,-58.66854917,-68.66549152,-76.83819577,-83.02377031,-86.9902442,-88.62526273,-88.07231122,-85.64135661,-81.76483737,-76.83588351,-71.21264846,-65.19827883,-58.98121973,-52.55215282,-45.73416116,-38.38611679,-30.52373666,-22.34083379,-14.15791501,-6.291608224,1.05851509,7.814598332,13.94670072,19.45348038,24.45038994,28.94091203,32.71022526,35.60139669,37.51248625,38.47827964,38.64050636,38.13901393,37.06872213,35.46738688,33.32066906,30.61471181,27.36591163,23.63038563,19.53311117,15.23107426,10.89439084,6.672832767,2.675528479,-1.039001094,-4.435767351,-7.495611208,-10.20407865,-12.53784227,-14.45821323,-15.96015623,-17.10778526,-17.98168742,-18.63269258,-19.06546151,-19.25440852,-19.1644411,-18.78247543,-18.12175976,-17.20329727,-16.05186792,-14.71139649,-13.22862268,-11.63912115,-9.988728331,-8.327715673,-6.706162921,-5.167982557,-3.730016382,-2.369623542,-1.041287024,0.296750564,1.661923057,3.030926202,4.324329815,5.423761297,6.229133496,6.686053388,6.796344128,6.614547665,6.235283035,5.747757163,5.211725826,4.649148343,4.063712236,3.456638129
