Mol,HFE,Temp,gf_w_40,gf_w_80,gf_w_120,gf_w_160,gf_w_200,gf_w_240,gf_w_280,gf_w_320,gf_w_360,gf_w_400,gf_w_440,gf_w_480,gf_w_520,gf_w_560,gf_w_600,gf_w_640,gf_w_680,gf_w_720,gf_w_760,gf_w_800,gf_w_840,gf_w_880,gf_w_920,gf_w_960,gf_w_1000,gf_w_1040,gf_w_1080,gf_w_1120,gf_w_1160,gf_w_1200,gf_w_1240,gf_w_1280,gf_w_1320,gf_w_1360,gf_w_1400,gf_w_1440,gf_w_1480,gf_w_1520,gf_w_1560,gf_w_1600,gf_w_1640,gf_w_1680,gf_w_1720,gf_w_1760,gf_w_1800,gf_w_1840,gf_w_1880,gf_w_1920,gf_w_1960,gf_w_2000,gf_w_2040,gf_w_2080,gf_w_2120,gf_w_2160,gf_w_2200,gf_w_2240,gf_w_2280,gf_w_2320,gf_w_2360,gf_w_2400,gf_w_2440,gf_w_2480,gf_w_2520,gf_w_2560,gf_w_2600,gf_w_2640,gf_w_2680,gf_w_2720,gf_w_2760,gf_w_2800,gf_w_2840,gf_w_2880,gf_w_2920,gf_w_2960,gf_w_3000,gf_w_3040,gf_w_3080,gf_w_3120,gf_w_3160,gf_w_3200,gf_w_3240,gf_w_3280,gf_w_3320,gf_w_3360,gf_w_3400,gf_w_3440,gf_w_3480,gf_w_3520,gf_w_3560,gf_w_3600,gf_w_3640,gf_w_3680,gf_w_3720,gf_w_3760,gf_w_3800,gf_w_3840,gf_w_3880,gf_w_3920,gf_w_3960,gf_w_4000,gf_w_4040,gf_w_4080,gf_w_4120,gf_w_4160,gf_w_4200,gf_w_4240,gf_w_4280,gf_w_4320,gf_w_4360,gf_w_4400,gf_w_4440,gf_w_4480,gf_w_4520,gf_w_4560,gf_w_4600,gf_w_4640,gf_w_4680,gf_w_4720,gf_w_4760,gf_w_4800,gf_w_4840,gf_w_4880,gf_w_4920,gf_w_4960,gf_w_5000,gf_w_5040,gf_w_5080,gf_w_5120,gf_w_5160,gf_w_5200,gf_w_5240,gf_w_5280,gf_w_5320,gf_w_5360,gf_w_5400,gf_w_5440,gf_w_5480,gf_w_5520,gf_w_5560,gf_w_5600,gf_w_5640,gf_w_5680,gf_w_5720,gf_w_5760,gf_w_5800,gf_w_5840,gf_w_5880,gf_w_5920,gf_w_5960,gf_w_6000,gf_w_6040,gf_w_6080,gf_w_6120,gf_w_6160,gf_w_6200,gf_w_6240,gf_w_6280,gf_w_6320,gf_w_6360,gf_w_6400
0228met_carbontet,-2.53,298,0.005123863,0.020761759,0.046915018,0.083524312,0.130398235,0.187164173,0.253253987,0.327945447,0.410509691,0.500255839,0.596461634,0.698280786,0.804906587,0.915757504,1.030496935,1.148865002,1.270513788,1.394963003,1.521608724,1.649710002,1.778350214,1.906371976,2.032423956,2.155120855,2.273395815,2.386631807,2.494698104,2.59773432,2.695881207,2.789119945,2.877288925,2.960088322,3.037040857,3.10738632,3.169219088,3.211627113,3.199539353,3.084016214,2.844046685,2.504910209,2.116125039,1.722689241,1.352544734,1.018296804,0.724522799,0.473716289,0.270362824,0.115814456,-0.010953187,-0.164588026,-0.406503103,-0.759600148,-1.19240567,-1.642845029,-2.053253964,-2.382964981,-2.570372765,-2.461634933,-1.814725611,-0.453725119,1.551298926,3.871214579,6.079380978,7.790851282,8.667327788,8.871729428,8.589818491,7.975446742,7.218494452,6.40512228,5.576160958,4.759104823,3.969488828,3.211718501,2.482094209,1.77293893,1.075856889,0.384198001,-0.306322574,-0.995781834,-1.674783051,-2.332309315,-2.954424165,-3.501811431,-3.978038926,-4.397464055,-4.770046024,-5.102621739,-5.400828054,-5.672729048,-5.93239554,-6.199995101,-6.492130449,-6.811080429,-7.13794205,-7.432237011,-7.64730525,-7.74585844,-7.708859942,-7.545535819,-7.288061992,-6.96536562,-6.600020775,-6.207833908,-5.797543508,-5.374410352,-4.941103679,-4.498002371,-4.044404641,-3.580981712,-3.110310998,-2.634194492,-2.155186014,-1.676144879,-1.201559427,-0.738749501,-0.299807823,0.098789324,0.440765139,0.716048573,0.923758044,1.072802063,1.182609664,1.271217486,1.351573798,1.431343224,1.513222994,1.591732875,1.661768079,1.719323619,1.760091853,1.780034809,1.775891047,1.746757074,1.693445456,1.617313553,1.520506352,1.405490605,1.274731993,1.130907874,0.976708349,0.813445616,0.642372083,0.46595622,0.286748955,0.107196797,-0.070483318,-0.244266481,-0.412227973,-0.572297442,-0.722193978,-0.859511611,-0.981875967,-1.08710529,-1.17324067,-1.238813828,-1.283020299,-1.305661451,-1.307005974,-1.287688958
0116pyr_carbontet,-5.01,298,0.007914756,0.032000423,0.072065896,0.127777581,0.198694454,0.284380557,0.384562421,0.499210902,0.628423965,0.772107751,0.929640188,1.099774551,1.280846555,1.471119702,1.669064868,1.873489503,2.083517369,2.29844748,2.517520716,2.739644922,2.963189595,3.185985762,3.405528584,3.619289809,3.825030515,4.021060175,4.206411119,4.380865133,4.544729078,4.69841495,4.842208199,4.976435379,5.101864654,5.219939764,5.332637536,5.442049974,5.550000368,5.657885742,5.766695541,5.877074235,5.989352374,6.10348957,6.219035621,6.335148266,6.450707482,6.564713241,6.675077976,6.768095982,6.797233454,6.673388945,6.292255835,5.593004738,4.604746011,3.440737844,2.247298504,1.149929189,0.236227873,-0.419445759,-0.735755537,-0.660455728,-0.241036934,0.351316103,0.883502107,1.160444313,1.090978707,0.691823295,0.049854772,-0.727736762,-1.539051835,-2.296397968,-2.946289001,-3.453027876,-3.813586639,-4.041731309,-4.154522222,-4.168062875,-4.099935751,-3.967579747,-3.786774342,-3.570918159,-3.33470348,-3.091566039,-2.84854553,-2.612786457,-2.394043934,-2.204957685,-2.059211767,-1.969470912,-1.961836676,-2.051974603,-2.209360052,-2.428708446,-2.711384997,-3.052394255,-3.436850882,-3.841616073,-4.240590969,-4.611350203,-4.939019945,-5.216784309,-5.442818221,-5.616224608,-5.740636495,-5.822053838,-5.865683934,-5.874650487,-5.850266363,-5.791715978,-5.696846845,-5.569603636,-5.41504913,-5.238439983,-5.043634493,-4.832272021,-4.604759749,-4.363387703,-4.115208973,-3.871915657,-3.64650699,-3.44929615,-3.28514289,-3.152926968,-3.046825049,-2.958686102,-2.880323488,-2.804537295,-2.725551207,-2.640121804,-2.547397827,-2.448472456,-2.345606598,-2.241492444,-2.13883,-2.039923161,-1.945819375,-1.855969411,-1.768676066,-1.681658578,-1.593197539,-1.50234835,-1.409213849,-1.314561704,-1.218758456,-1.123671655,-1.030196262,-0.938980116,-0.850561747,-0.765277052,-0.683025214,-0.603443564,-0.52590444,-0.449689792,-0.374193927,-0.2990804,-0.224378084,-0.150464064,-0.077915065,-0.007305649,0.06076077,0.125642905
0053phe_carbontet,-6.14,298,0.008092279,0.032805434,0.074177705,0.132185754,0.206719888,0.297608753,0.40476078,0.528261117,0.668231139,0.824498943,0.996327641,1.18242909,1.381169786,1.59085122,1.809889338,2.036900615,2.270702602,2.51022178,2.754258707,3.001208332,3.248883859,3.494642373,3.735802332,3.969990828,4.195292808,4.410227903,4.613735301,4.805172811,4.984367329,5.151712089,5.308108922,5.454505558,5.585084777,5.669155238,5.665457993,5.575396621,5.448900031,5.341356157,5.282698259,5.276332345,5.311371114,5.373585646,5.450832986,5.53480338,5.620710051,5.704809017,5.77934962,5.817225851,5.753707178,5.490738949,4.931799953,4.030448721,2.825935925,1.439871096,0.040124314,-1.181878662,-2.001554961,-2.186766162,-1.609826175,-0.357402677,1.283630411,2.952548427,4.273510628,5.092720369,5.458188134,5.441959369,5.137719477,4.643081851,4.042854262,3.39913465,2.749382356,2.111378966,1.491036192,0.888392673,0.301737636,-0.268056893,-0.813242034,-1.330095202,-1.816275286,-2.267973576,-2.689173272,-3.075723806,-3.42279805,-3.741140577,-4.044026902,-4.34880006,-4.674816077,-5.040307997,-5.459766182,-5.942019948,-6.476445301,-7.044695203,-7.624763129,-8.192026503,-8.711632955,-9.146936951,-9.469234253,-9.664175327,-9.736757358,-9.698919451,-9.562646509,-9.33960386,-9.041107812,-8.678327994,-8.263731555,-7.811361465,-7.335191808,-6.846355272,-6.353443019,-5.862465947,-5.376246585,-4.897070709,-4.427276408,-3.970152582,-3.532337838,-3.121729695,-2.751247068,-2.436009596,-2.188309796,-2.01342545,-1.906349986,-1.854531874,-1.84444339,-1.863136301,-1.899373952,-1.944424238,-1.992179754,-2.038640782,-2.081363762,-2.119184646,-2.152095012,-2.181400536,-2.209475469,-2.239021706,-2.271809647,-2.307273288,-2.342282534,-2.372337396,-2.39301865,-2.401400802,-2.396408112,-2.378741816,-2.35043636,-2.314003825,-2.271863317,-2.225332918,-2.174158882,-2.116810882,-2.051697208,-1.976192545,-1.887337276,-1.78298603,-1.662477418,-1.526684668,-1.377504209,-1.217124815,-1.047734576,-0.871472593,-0.690351964,-0.506220569
0506nit_carbontet,-3.52,298,0.00747351,0.030328954,0.068655335,0.122407293,0.191261408,0.274547029,0.371391832,0.480860563,0.602027163,0.733978562,0.875771829,1.026410971,1.185039303,1.351105519,1.524275412,1.704153036,1.889934397,2.080267468,2.273302625,2.466776593,2.658293798,2.845689294,3.027119594,3.201062797,3.366246794,3.521598025,3.666306157,3.799760809,3.921595207,4.031554946,4.129328296,4.214628298,4.287450233,4.348242224,4.397846446,4.437226225,4.46724748,4.488701397,4.502251635,4.508863259,4.510093883,4.507689623,4.503215318,4.497816835,4.492076509,4.484901963,4.468062986,4.416758716,4.286534389,4.025243172,3.600707163,3.026711368,2.363634014,1.697431573,1.131450939,0.80139674,0.850710661,1.323674282,2.077497184,2.840702748,3.369460408,3.544183201,3.347057405,2.877960755,2.213892094,1.410850107,0.519648104,-0.411255312,-1.333424023,-2.214874293,-3.039173175,-3.799498508,-4.493243979,-5.107402693,-5.645926587,-6.116808696,-6.52703205,-6.882542537,-7.18830736,-7.447715477,-7.661376177,-7.822855179,-7.921604162,-7.955793503,-7.928307473,-7.844368584,-7.704555404,-7.518555748,-7.303812288,-7.073134263,-6.826384845,-6.556826119,-6.250511255,-5.890120263,-5.461655881,-4.960352085,-4.392684542,-3.775558297,-3.134129686,-2.492059234,-1.870170251,-1.28622657,-0.753912726,-0.28302971,0.122512889,0.464356229,0.747754328,0.97873955,1.163207806,1.306145533,1.41071043,1.478680798,1.510650803,1.504978889,1.457799386,1.36498561,1.222711209,1.030773219,0.794019022,0.521872664,0.227772438,-0.07518513,-0.37682991,-0.669601314,-0.948048772,-1.208567419,-1.448719382,-1.66683381,-1.861766526,-2.032354926,-2.175201354,-2.289688989,-2.377089418,-2.438580668,-2.475296546,-2.488646716,-2.480105143,-2.451355919,-2.404274227,-2.34174852,-2.266399478,-2.180495467,-2.086050817,-1.984925957,-1.87880804,-1.769133482,-1.657302873,-1.546036729,-1.436700315,-1.330158206,-1.22722615,-1.12861959,-1.03491286,-0.946495849,-0.863525403,-0.785867243,-0.713202836,-0.645118041,-0.581147106,-0.520799706
0080hex_carbontet,-5.47,298,0.024145245,0.097527424,0.21918976,0.387291377,0.599108244,0.851380383,1.140907623,1.464949283,1.821137335,2.207039178,2.61976476,3.055893568,3.511677931,3.983506802,4.468418356,4.964169797,5.468859712,5.980093744,6.494330808,7.006777626,7.511739827,8.003164726,8.475096048,8.92198962,9.338892871,9.72164181,10.06723309,10.37429661,10.64336165,10.87625024,11.07478402,11.23979364,11.37089308,11.46690078,11.52638156,11.54788105,11.53036231,11.47369541,11.37903787,11.24888597,11.0868796,10.89741536,10.68525969,10.45550256,10.21337891,9.964394473,9.717451211,9.48972424,9.286274287,9.03211455,8.524045964,7.515847379,5.899966892,3.803203138,1.530287654,-0.545748129,-2.088980228,-2.920265274,-3.097800366,-2.866140554,-2.505151511,-2.209303172,-2.115939517,-2.206322689,-2.426918174,-2.758142428,-3.189277135,-3.704315147,-4.279458243,-4.88927757,-5.501234796,-6.099363152,-6.676883949,-7.232881082,-7.773617588,-8.302446549,-8.819998328,-9.325511555,-9.817880131,-10.29554886,-10.75533678,-11.19143274,-11.59649885,-11.96585348,-12.29944959,-12.60514095,-12.89255396,-13.15540071,-13.39097804,-13.59976029,-13.77526176,-13.90121049,-13.95017463,-13.89091436,-13.71038559,-13.3913173,-12.9242983,-12.32175804,-11.60962934,-10.81065377,-9.941260724,-9.016254066,-8.045162006,-7.036857916,-6.00606885,-4.973182876,-3.961341061,-2.984989126,-2.050066645,-1.160081825,-0.319778468,0.462639187,1.175597337,1.805783878,2.339159469,2.762290883,3.065289112,3.245063327,3.306678762,3.261183068,3.124029062,2.910984312,2.633761264,2.303044844,1.928576769,1.516820617,1.074748947,0.611111121,0.13479079,-0.346991678,-0.827936632,-1.301801231,-1.761746359,-2.201119846,-2.612841719,-2.988619443,-3.325476523,-3.620857433,-3.872485455,-4.078747786,-4.239224954,-4.354449003,-4.42663571,-4.459747589,-4.459071461,-4.429870116,-4.376464473,-4.301644233,-4.206013406,-4.090031859,-3.954824138,-3.801638524,-3.6324362,-3.450946479,-3.260926291,-3.065570393,-2.867239861,-2.667441716,-2.467003481,-2.266294935
0086eth_carbontet,-3.64,298,0.007992765,0.032370034,0.073068665,0.129851641,0.202231907,0.289497905,0.390883664,0.505702401,0.633300638,0.772901143,0.923458572,1.083662307,1.252203338,1.427995938,1.610277744,1.798536318,1.992141537,2.189999278,2.390428715,2.591318902,2.790406221,2.985526731,3.174800121,3.356679149,3.529814266,3.692851209,3.844405217,3.983222862,4.108546065,4.220310473,4.318960942,4.404722677,4.470683072,4.484838595,4.404080431,4.227331554,4.002186634,3.782570965,3.598031541,3.452641738,3.337049347,3.239154298,3.149406589,3.062248276,2.975678533,2.889265696,2.803417728,2.717459395,2.622570194,2.491062745,2.273656594,1.919196937,1.409625819,0.782764364,0.14949291,-0.262161609,-0.099161608,0.955957734,2.919415803,5.411750901,7.851705499,9.711012158,10.62788492,10.64799727,10.02553169,8.951075864,7.569331481,5.993609886,4.312229904,2.591356714,0.878630811,-0.796868931,-2.418046985,-3.974313293,-5.443064235,-6.794879897,-8.035311257,-9.169726897,-10.19660316,-11.11195999,-11.91207224,-12.59381642,-13.15084328,-13.55595033,-13.80945008,-13.91770131,-13.89185746,-13.73453164,-13.456474,-13.106948,-12.7096099,-12.25983046,-11.72792626,-11.06321294,-10.21264184,-9.143440628,-7.856160504,-6.387390316,-4.801010514,-3.164291407,-1.534244611,0.040273883,1.519221467,2.869522304,4.067658622,5.099291892,5.961225238,6.660235777,7.206401039,7.610492701,7.884432296,8.03864691,8.07916224,8.006453897,7.813816725,7.488836514,7.016918162,6.390175945,5.615864628,4.71781357,3.733944828,2.706036363,1.668836529,0.648948981,-0.334507415,-1.26867803,-2.144923993,-2.957099215,-3.700513038,-4.371080885,-4.964742998,-5.472726432,-5.886591422,-6.207816805,-6.438562427,-6.582124713,-6.643481272,-6.628427967,-6.542529377,-6.392233706,-6.185556654,-5.929621278,-5.631320404,-5.297107975,-4.933746837,-4.54711376,-4.142388568,-3.724622252,-3.300836685,-2.876130746,-2.454787454,-2.04096036,-1.638660353,-1.251680121,-0.883300408,-0.5361961,-0.212300572,0.087091202,0.361261891,0.610075777
0039mxy_carbontet,-5.71,298,0.015633438,0.063082212,0.141614467,0.250057221,0.386924858,0.5506569,0.739935636,0.953905505,1.192084898,1.453903036,1.738212905,2.043155814,2.366408503,2.705789301,3.059824839,3.427807671,3.809287434,4.203349477,4.607966184,5.019595167,5.433279238,5.843232133,6.243507852,6.628559662,6.993564487,7.33461638,7.648959509,7.935356823,8.194191388,8.426947199,8.63543191,8.82127985,8.98584044,9.130229508,9.255258424,9.361513753,9.449549409,9.520007892,9.573898819,9.612868615,9.639189068,9.65562348,9.665011094,9.669883728,9.672375027,9.674106668,9.674534978,9.662883683,9.596413947,9.371658724,8.822471535,7.790960525,6.241258223,4.308137909,2.235020729,0.266959693,-1.418836692,-2.719586231,-3.581668663,-3.98973548,-3.98327326,-3.671460535,-3.215004604,-2.77831021,-2.482197966,-2.381452226,-2.470116305,-2.702617751,-3.01772716,-3.338600181,-3.607982409,-3.811200124,-3.948916524,-4.029483541,-4.063844978,-4.062791142,-4.035960945,-3.991761946,-3.937827749,-3.882019082,-3.829769652,-3.784846209,-3.751400486,-3.735379273,-3.744892924,-3.79606494,-3.901459927,-4.061256956,-4.280122232,-4.557490289,-4.888853839,-5.270550205,-5.693452652,-6.149283934,-6.630363219,-7.12293497,-7.607222079,-8.053747444,-8.438778111,-8.746618839,-8.966987748,-9.095706788,-9.135224045,-9.091777587,-8.973235003,-8.79011197,-8.55288399,-8.267663698,-7.94010735,-7.576099763,-7.183036952,-6.771728705,-6.354067281,-5.939884791,-5.535838218,-5.147616587,-4.781014469,-4.442998944,-4.139961197,-3.877853807,-3.659222834,-3.483787427,-3.347583119,-3.241816459,-3.157092472,-3.08491093,-3.018458137,-2.95283614,-2.884842632,-2.813130832,-2.738245167,-2.661914311,-2.586505433,-2.514146873,-2.446242801,-2.383309296,-2.325203132,-2.271660421,-2.222373535,-2.177192893,-2.135878225,-2.098230262,-2.064040879,-2.033422762,-2.006369569,-1.982837343,-1.963029075,-1.94729679,-1.935876415,-1.928767268,-1.924646823,-1.921382515,-1.916697925,-1.908530612,-1.895712068,-1.877629524,-1.853074883,-1.822569484,-1.78570748,-1.741615603
0144thi_carbontet,-5.66,298,0.010970114,0.044392203,0.100130036,0.17796178,0.277616187,0.398852579,0.541583424,0.705956092,0.89225718,1.100593681,1.33052686,1.580920617,1.850134997,2.136441137,2.438238355,2.754023933,3.082228492,3.421023251,3.768100652,4.12043051,4.474214575,4.825082939,5.168489443,5.500193646,5.816714239,6.115776712,6.396673566,6.660269692,6.908419193,7.143013915,7.365323963,7.575974004,7.775290738,7.963567604,8.141070732,8.308066997,8.46489767,8.612006567,8.750049303,8.879978521,9.002918423,9.119914226,9.231683439,9.33851932,9.440391619,9.536651195,9.619463877,9.649830126,9.528278963,9.105078747,8.247845858,6.922748106,5.226809226,3.351203909,1.507548577,-0.134399309,-1.468074837,-2.432575458,-2.987215023,-3.111346827,-2.827713508,-2.219844108,-1.426749114,-0.618412044,0.042921465,0.446259164,0.558399693,0.418003594,0.106429907,-0.277037503,-0.664076247,-1.016373648,-1.319939303,-1.574515579,-1.785936017,-1.962189489,-2.111669668,-2.242687855,-2.362756087,-2.480096103,-2.602982977,-2.73511202,-2.87982483,-3.041137446,-3.227889315,-3.454641072,-3.734606169,-4.073818007,-4.480156576,-4.95075764,-5.46353856,-6.013889806,-6.59429124,-7.195667894,-7.806566433,-8.41020869,-8.983737526,-9.50498393,-9.953764692,-10.31217613,-10.56758156,-10.71524277,-10.75670405,-10.69750605,-10.54668062,-10.3147057,-10.0115545,-9.646182337,-9.226186404,-8.760387823,-8.259556096,-7.734707456,-7.195854185,-6.651852409,-6.110079531,-5.578236373,-5.065254191,-4.58154549,-4.137858768,-3.743661309,-3.404564673,-3.121689041,-2.892097828,-2.710705389,-2.569959909,-2.461724695,-2.378463507,-2.313734574,-2.262186286,-2.219657744,-2.184189064,-2.154542372,-2.129955704,-2.110385409,-2.096105671,-2.086029289,-2.07788571,-2.068810488,-2.055908378,-2.036766861,-2.009881847,-1.974644982,-1.931279929,-1.880609054,-1.823893192,-1.76253658,-1.697837108,-1.630687739,-1.561595916,-1.490644472,-1.417436689,-1.341363752,-1.262329612,-1.181301278,-1.099669983,-1.019146655,-0.941198207,-0.867289187,-0.797951014,-0.73225692
0047pro_carbontet,-3.64,298,0.011972406,0.048515906,0.109565268,0.194710187,0.303046449,0.433272935,0.583995588,0.754024662,0.942357992,1.147915272,1.369268377,1.604552729,1.851661285,2.108621182,2.373873756,2.646273166,2.924842129,3.208390868,3.495115303,3.78243284,4.06715744,4.345770893,4.614766116,4.871106565,5.112294841,5.336344743,5.541906111,5.728434148,5.896208751,6.046227919,6.179699765,6.296938598,6.38958957,6.420822369,6.340791736,6.145843928,5.887567995,5.626490752,5.397334409,5.20661217,5.0454165,4.901391119,4.764724818,4.629677772,4.494807188,4.363336218,4.246310348,4.156934882,4.083383853,3.958747916,3.668345563,3.106934917,2.248218803,1.168413317,0.014595819,-1.026692699,-1.731886872,-1.88186791,-1.382896496,-0.35809732,0.904550713,2.098715024,2.978969565,3.392326481,3.436886649,3.197608943,2.74274377,2.133109138,1.423401822,0.660693019,-0.113599678,-0.873370666,-1.593041703,-2.261951117,-2.88216906,-3.457000976,-3.984121187,-4.459862297,-4.882593192,-5.251729234,-5.5703319,-5.846234861,-6.080711058,-6.276506239,-6.448060378,-6.607916306,-6.764900365,-6.92260218,-7.077463984,-7.234174149,-7.403095599,-7.588697086,-7.781038906,-7.954707912,-8.081381766,-8.131975336,-8.085092263,-7.937401092,-7.702647216,-7.403759095,-7.060294017,-6.688431286,-6.302396291,-5.9144485,-5.533713297,-5.165314721,-4.809638531,-4.463776557,-4.123144907,-3.783277526,-3.440829959,-3.093914682,-2.742223318,-2.387574204,-2.035272086,-1.69509127,-1.379284271,-1.09995313,-0.864376352,-0.672725511,-0.517883005,-0.386896016,-0.269480547,-0.158350411,-0.048889233,0.060987991,0.171281566,0.2800539,0.38486532,0.482884766,0.570412649,0.642962983,0.69582348,0.72564959,0.73065576,0.710710747,0.666311892,0.597451607,0.506678583,0.396598862,0.269266295,0.12635099,-0.029888383,-0.196568575,-0.370304825,-0.546827138,-0.723007173,-0.896460744,-1.064568607,-1.224733192,-1.374392329,-1.511059285,-1.632808629,-1.738038314,-1.825326731,-1.893509643,-1.941476297,-1.968054948,-1.972225781,-1.953563343
0078pen_carbontet,-4.81,298,0.018597507,0.075097634,0.168728994,0.298100085,0.461253619,0.655931346,0.880004219,1.131756297,1.409779691,1.712566118,2.038142617,2.383971134,2.747105109,3.12465519,3.51432737,3.914542607,4.324070455,4.741274435,5.163498927,5.586922312,6.006815346,6.417999559,6.815274857,7.193761559,7.549118926,7.877751052,8.177076801,8.445882318,8.684565324,8.894693521,9.077958379,9.235299565,9.36661149,9.470979867,9.547104969,9.59350778,9.608925414,9.592874341,9.546040222,9.470357323,9.36900112,9.246111241,9.10631354,8.954286198,8.794409599,8.630733358,8.468935144,8.318843564,8.178325352,7.983574129,7.57296485,6.749547134,5.42148917,3.68380405,1.78394105,0.041876403,-1.237654691,-1.880378525,-1.929131139,-1.605970515,-1.173613675,-0.819441352,-0.669569771,-0.729348746,-0.942416392,-1.283709446,-1.735807835,-2.276640085,-2.878064665,-3.511424791,-4.144122214,-4.76105201,-5.353250562,-5.92263971,-6.476390512,-7.018895869,-7.551420155,-8.073219424,-8.582703297,-9.07769495,-9.554595957,-10.00738157,-10.42871556,-10.81376491,-11.1628412,-11.48096681,-11.7777257,-12.04428392,-12.27770118,-12.47924136,-12.64309574,-12.75343388,-12.78270283,-12.69716008,-12.48156035,-12.12309769,-11.61480574,-10.97056023,-10.21692492,-9.380396324,-8.479690656,-7.531175452,-6.544968223,-5.534500673,-4.516303433,-3.510333609,-2.534355661,-1.601026704,-0.716144781,0.116831297,0.892892387,1.603640712,2.237565648,2.781784448,3.223508742,3.551180618,3.75699034,3.839892746,3.806221339,3.667672775,3.440365746,3.142219208,2.786938017,2.385582291,1.946481658,1.476202144,0.982227793,0.473018709,-0.042935576,-0.558033003,-1.065413317,-1.558860902,-2.032021578,-2.478539636,-2.892203958,-3.267599151,-3.598836334,-3.880336112,-4.10955744,-4.284859172,-4.405694383,-4.472690569,-4.487537913,-4.453170276,-4.373370925,-4.252558171,-4.095748153,-3.909808401,-3.701802365,-3.477619447,-3.242696377,-3.001682392,-2.758418591,-2.517161343,-2.282584421,-2.056909714,-1.841603844,-1.637423294,-1.444603381,-1.262937593
0036tol_carbontet,-5.12,298,0.012203256,0.04928783,0.110803875,0.195992012,0.303858669,0.433360059,0.583661549,0.754306644,0.945094262,1.155640123,1.384942113,1.631279728,1.892462166,2.166292853,2.451001927,2.745365028,3.048492525,3.359461998,3.676874412,3.998445071,4.320858911,4.640040665,4.951619854,5.251395805,5.535684243,5.801576546,6.047160296,6.27178554,6.476071823,6.661436831,6.829516957,6.981902386,7.120156929,7.245848704,7.360483277,7.465396936,7.561739046,7.650475407,7.732543257,7.809077177,7.881433478,7.951092752,8.01939182,8.087315458,8.155428737,8.223481035,8.287000706,8.324534103,8.275964999,8.02984054,7.44303617,6.407009731,4.92802603,3.148482454,1.287278161,-0.446700207,-1.905630659,-3.000898243,-3.678206648,-3.913261463,-3.737456345,-3.258166637,-2.638384806,-2.042795807,-1.587252388,-1.318787466,-1.225945508,-1.263176357,-1.374668751,-1.505038598,-1.609357771,-1.673713832,-1.697555664,-1.687871039,-1.653925835,-1.604530358,-1.547173534,-1.4882721,-1.433168001,-1.387669575,-1.358803252,-1.348051884,-1.356931713,-1.389596173,-1.453430064,-1.563271933,-1.734810097,-1.978015595,-2.300304087,-2.703772249,-3.170650012,-3.693510009,-4.26829635,-4.883009443,-5.524183974,-6.175639396,-6.815937541,-7.418532447,-7.958186939,-8.416679832,-8.780692737,-9.042238992,-9.199785154,-9.256428354,-9.219925029,-9.099690389,-8.903767814,-8.638692796,-8.311351598,-7.930681739,-7.508014708,-7.056665929,-6.589209726,-6.115663835,-5.64363055,-5.181211386,-4.736849904,-4.319806743,-3.940300752,-3.607087589,-3.324851499,-3.092983423,-2.907205131,-2.760334874,-2.643967963,-2.550306417,-2.473172313,-2.4081319,-2.352036246,-2.302851027,-2.25987346,-2.223854722,-2.195247482,-2.174190561,-2.160056477,-2.151220959,-2.145183358,-2.139072312,-2.13044528,-2.117623458,-2.099629163,-2.076068828,-2.047069391,-2.012934793,-1.97376039,-1.929900443,-1.88199206,-1.83056951,-1.775834787,-1.717084928,-1.653287005,-1.583180623,-1.505474751,-1.419458175,-1.326310757,-1.226429201,-1.12019472,-1.008091516,-0.89062922,-0.768287206
